10
5
    1947.209       2017.587
    1980.309       2017.997
    2012.690       2018.595
    2018.315       2026.641
    2025.104       2033.732
    2032.897       2039.702
    2041.511       2044.411
    2053.969       2043.424
    2056.801       2026.164
    2188.215       2066.024
    2183.201       2094.396
    2176.875       2122.504
77
    5148.161      10673.544
    5155.466      10673.708
    5162.636      10675.112
    5169.463      10677.715
    5175.747      10681.441
    5181.306      10686.181
    5185.978      10691.797
    5189.627      10698.126
    5192.147      10704.984
    5193.464      10712.170
    5194.892      10720.612
    5194.899      10729.173
    5193.487      10737.618
    5190.692      10745.711
    5186.594      10753.229
    5181.306      10759.964
    5174.974      10765.727
    5167.773      10770.361
    5157.178      10774.061
    5147.341      10779.461
    5138.531      10786.413
    5130.990      10794.725
    5124.928      10804.169
    5120.509      10814.484
    5117.857      10825.388
    5112.359      10816.746
    5105.491      10809.147
    5097.448      10802.805
    5088.457      10797.899
    5078.771      10794.568
    5068.664      10792.905
    5058.420      10792.957
    5048.329      10794.723
    5038.676      10798.153
    5026.759      10781.220
    5016.495      10763.235
    5007.977      10744.361
    5001.281      10724.766
    4996.468      10704.625
    4990.839      10703.722
    4985.435      10701.908
    4980.402      10699.232
    4975.877      10695.767
    4971.981      10691.606
    4968.444      10685.604
    4966.106      10680.408
    4964.652      10674.898
    4964.122      10669.224
    4964.530      10663.540
    4965.865      10658.000
    4968.091      10652.754
    4971.148      10647.944
    4975.332      10644.944
    4986.861      10578.479
    5000.452      10511.285
    5017.309      10442.811
    5031.809      10373.825
    5044.341      10305.539
    5047.157      10286.718
    5052.295      10269.485
    5059.290      10252.918
    5068.056      10237.217
    5077.663      10220.367
    5089.630      10206.959
    5119.442      10166.223
    5147.384      10122.625
    5173.385      10076.280
    5187.985      10108.824
    5203.096      10137.304
    5221.372      10168.015
    5239.532      10193.275
    5259.793      10218.380
    5250.860      10231.487
    5240.242      10243.271
    5228.596      10254.629
    5215.211      10263.150
    5148.161      10673.544
41
    8520.568       3001.763
    8518.255       3005.694
    8515.328       3009.193
    8511.869       3012.164
    8507.969       3014.528
    8503.734       3016.220
    8499.279       3017.195
    8502.874       3010.620
    8498.336       3010.100
    8493.944       3008.843
    8489.817       3006.883
    8478.973       2998.049
    8469.732       2987.549
    8462.344       2975.671
    8481.390       2941.921
    8478.242       2928.215
    8477.393       2914.178
    8478.865       2900.193
    8482.619       2886.640
    8511.574       2853.927
    8514.901       2838.657
    8520.670       2824.134
    8528.729       2810.745
    8538.860       2798.849
    8572.557       2769.746
    8568.971       2777.913
    8577.360       2777.182
    8585.757       2777.832
    8593.934       2779.848
    8579.828       2802.083
    8586.886       2806.609
    8593.108       2812.229
    8598.328       2818.791
    8602.405       2826.119
    8605.168       2845.856
    8605.322       2865.784
    8581.117       2903.916
    8576.115       2923.112
    8568.643       2941.488
    8558.828       2958.725
    8520.568       3001.763
141
    2810.885       2249.055
    2817.318       2243.883
    2815.238       2240.994
    2813.653       2237.807
    2812.605       2234.406
    2812.120       2230.879
    2812.213       2227.321
    2812.879       2223.825
    2809.738       2200.438
    2811.494       2197.325
    2813.730       2194.537
    2816.388       2192.148
    2819.397       2190.220
    2821.595       2183.754
    2825.067       2182.887
    2828.633       2182.593
    2846.205       2214.099
    2861.376       2225.314
    2877.836       2234.532
    2883.452       2234.795
    2889.045       2234.225
    2893.489       2227.846
    2898.677       2225.664
    2903.485       2222.739
    2907.807       2219.135
    2874.555       2189.400
    2844.681       2171.741
    2816.686       2157.893
    2820.302       2149.531
    2825.441       2146.983
    2830.900       2145.223
    2836.559       2144.288
    2842.294       2144.200
    2847.980       2144.959
    2866.213       2145.130
    2884.397       2143.790
    2901.409       2135.841
    2893.327       2127.832
    2885.255       2126.111
    2871.901       2103.423
    2861.286       2099.250
    2850.900       2098.688
    2840.762       2096.363
    2831.169       2092.342
    2822.401       2086.744
    2815.446       2083.188
    2809.074       2074.974
    2804.196       2065.795
    2800.956       2055.918
    2799.447       2045.634
    2802.537       2040.445
    2800.635       2015.554
    2801.821       2009.607
    2801.982       2003.545
    2801.114       1997.544
    2799.242       1991.775
    2796.420       1986.407
    2792.730       1981.594
    2788.278       1977.476
    2783.193       1974.171
    2777.622       1971.775
    2771.726       1970.357
    2787.424       1966.198
    2803.580       1964.553
    2819.795       1965.464
    2835.667       1968.909
    2842.428       1966.456
    2849.502       1965.148
    2856.694       1965.021
    2863.810       1966.077
    2870.655       1968.289
    2877.045       1971.596
    2882.804       1975.908
    2887.095       1977.567
    2891.149       1983.517
    2942.442       2034.437
    2972.100       2055.005
    3004.345       2081.026
    3039.246       2114.046
    3045.830       2117.367
    3051.762       2121.746
    3056.876       2127.058
    3061.026       2133.153
    3064.095       2139.858
    3065.995       2146.983
    3066.673       2154.325
    3072.546       2155.047
    3078.219       2156.731
    3083.535       2159.331
    3088.348       2162.775
    3092.524       2166.968
    3095.949       2171.795
    3101.679       2197.367
    3103.333       2203.022
    3104.029       2208.874
    3103.746       2214.759
    3088.403       2213.404
    3073.405       2209.888
    3059.057       2204.282
    3042.256       2176.451
    3030.003       2167.005
    3020.669       2164.411
    3011.574       2151.929
    3004.339       2138.284
    2999.746       2133.769
    2994.462       2130.086
    2988.636       2127.342
    2982.432       2125.613
    2976.027       2124.948
    2969.601       2125.366
    2963.336       2126.855
    2958.350       2134.492
    2952.935       2137.965
    2948.180       2142.295
    2944.217       2147.362
    2941.160       2153.022
    2939.095       2159.114
    2957.221       2163.397
    2973.612       2165.181
    2989.766       2174.493
    3007.653       2204.545
    3020.408       2218.047
    3031.071       2233.255
    3020.386       2244.262
    3008.377       2253.806
    2995.242       2261.729
    2981.198       2267.900
    2966.478       2272.217
    2940.182       2276.859
    2913.087       2274.196
    2887.335       2274.141
    2861.133       2266.849
    2854.326       2268.456
    2847.346       2268.900
    2840.390       2268.169
    2833.654       2266.284
    2827.329       2263.297
    2823.030       2265.891
    2818.053       2260.990
    2813.965       2255.325
    2810.885       2249.055
10
    8500.071      10114.823
    8499.054      10115.335
    8417.959       9827.457
    8389.700       9712.008
    8481.232       9687.340
    8535.697       9911.117
    8535.801       9955.391
    8551.702      10009.293
    8574.791      10090.657
    8500.071      10114.823
16
    2838.442       9787.228
    2818.610      10353.361
    2813.630      10360.809
    2809.477      10370.070
    2806.919      10378.659
    2805.674      10387.534
    2805.769      10396.494
    2807.203      10405.340
    2809.942      10413.872
    2827.618      10487.660
    2570.022      10544.092
    2561.864      10502.939
    2531.158      10507.852
    2644.415       9777.803
    2643.195       9774.175
    2838.442       9787.228
